Approved_Symbol,Date_Name_Changed,Previous_Symbol,Synonyms,Linked_Genes
FLJ25846,2013-03,C1orf114,CCDC181,C1orf114|CCDC181
XPNPEP3,2016-07,,APP3|NPHPL1|ICP55,APP3|NPHPL1|ICP55
APP3,2016-07,,XPNPEP3|NPHPL1|ICP55,XPNPEP3|NPHPL1|ICP55
NPHPL1,2016-07,,XPNPEP3|APP3|ICP55,XPNPEP3|APP3|ICP55
ICP55,2016-07,,XPNPEP3|APP3|NPHPL1,XPNPEP3|APP3|NPHPL1
ZFP69B,2012-11,ZNF643,ZKSCAN23B|FLJ34293|ZSCAN54B,ZNF643|ZKSCAN23B|FLJ34293|ZSCAN54B
ZKSCAN23B,2012-11,ZNF643,ZFP69B|FLJ34293|ZSCAN54B,ZNF643|ZFP69B|FLJ34293|ZSCAN54B
FLJ34293,2012-11,ZNF643,ZFP69B|ZKSCAN23B|ZSCAN54B,ZNF643|ZFP69B|ZKSCAN23B|ZSCAN54B
ZSCAN54B,2012-11,ZNF643,ZFP69B|ZKSCAN23B|FLJ34293,ZNF643|ZFP69B|ZKSCAN23B|FLJ34293
ZNF628,,,ZEC|Zfp628,ZEC|Zfp628
ZEC,,,ZNF628|Zfp628,ZNF628|Zfp628
Zfp628,,,ZNF628|ZEC,ZNF628|ZEC
SAPCD2,2012-02,C9orf140,p42.3,C9orf140|p42.3
p42.3,2012-02,C9orf140,SAPCD2,C9orf140|SAPCD2
KRT8P12,2007-03,KRT8L2,,KRT8L2
DFNA34,,,,
OLMALINC,2015-01,C10orf75|NCRNA00263|LINC00263,bA34D15.5|FLJ12974|HI-LNC80,C10orf75|NCRNA00263|LINC00263|bA34D15.5|FLJ12974|HI-LNC80
bA34D15.5,2015-01,C10orf75|NCRNA00263|LINC00263,OLMALINC|FLJ12974|HI-LNC80,C10orf75|NCRNA00263|LINC00263|OLMALINC|FLJ12974|HI-LNC80
FLJ12974,2015-01,C10orf75|NCRNA00263|LINC00263,OLMALINC|bA34D15.5|HI-LNC80,C10orf75|NCRNA00263|LINC00263|OLMALINC|bA34D15.5|HI-LNC80
HI-LNC80,2015-01,C10orf75|NCRNA00263|LINC00263,OLMALINC|bA34D15.5|FLJ12974,C10orf75|NCRNA00263|LINC00263|OLMALINC|bA34D15.5|FLJ12974
EFCAB12,2012-07,C3orf25,,C3orf25
ZNF616,,,MGC45556,MGC45556
MGC45556,,,ZNF616,ZNF616
ZNF766,,,,
FER1L6,2016-01,,C8ORFK23,C8ORFK23
C8ORFK23,2016-01,,FER1L6,FER1L6
ZNF605,2009-09,,,
FAM95A,2015-11,,DKFZp434H0923,DKFZp434H0923
DKFZp434H0923,2015-11,,FAM95A,FAM95A
DFNA35,,,,
STPG1,2016-02,C1orf201,FLJ33340|MAPO2,C1orf201|FLJ33340|MAPO2
FLJ33340,2016-02,C1orf201,STPG1|MAPO2,C1orf201|STPG1|MAPO2
MAPO2,2016-02,C1orf201,STPG1|FLJ33340,C1orf201|STPG1|FLJ33340
ZNF799,,ZNF842,HIT-40|MGC71805,ZNF842|HIT-40|MGC71805
HIT-40,,ZNF842,ZNF799|MGC71805,ZNF842|ZNF799|MGC71805
MGC71805,,ZNF842,ZNF799|HIT-40,ZNF842|ZNF799|HIT-40
LYRM7,2012-10,C5orf31,FLJ20796|MZM1L,C5orf31|FLJ20796|MZM1L
FLJ20796,2012-10,C5orf31,LYRM7|MZM1L,C5orf31|LYRM7|MZM1L
MZM1L,2012-10,C5orf31,LYRM7|FLJ20796,C5orf31|LYRM7|FLJ20796
ZFAND2A,2016-02,,AIRAP,AIRAP
AIRAP,2016-02,,ZFAND2A,ZFAND2A
COX19,2016-07,,MGC104475,MGC104475
MGC104475,2016-07,,COX19,COX19
CCDC189,2015-10,C16orf93,MGC104706,C16orf93|MGC104706
MGC104706,2015-10,C16orf93,CCDC189,C16orf93|CCDC189
ZNF598,,,FLJ00086,FLJ00086
FLJ00086,,,ZNF598,ZNF598
DFNA36,,,,
RAPGEF4-AS1,2012-08,,,
UAP1L1,2014-07,,,
ISX,2016-01,,RAXLX,RAXLX
RAXLX,2016-01,,ISX,ISX
NDUFAF2,2015-12,NDUFA12L,B17.2L|MMTN|mimitin,NDUFA12L|B17.2L|MMTN|mimitin
B17.2L,2015-12,NDUFA12L,NDUFAF2|MMTN|mimitin,NDUFA12L|NDUFAF2|MMTN|mimitin
MMTN,2015-12,NDUFA12L,NDUFAF2|B17.2L|mimitin,NDUFA12L|NDUFAF2|B17.2L|mimitin
mimitin,2015-12,NDUFA12L,NDUFAF2|B17.2L|MMTN,NDUFA12L|NDUFAF2|B17.2L|MMTN
ARRDC4,,,FLJ36045,FLJ36045
FLJ36045,,,ARRDC4,ARRDC4
LINC00923,,,,
CXorf40A,2005-09,CXorf40,EOLA1,CXorf40|EOLA1
EOLA1,2005-09,CXorf40,CXorf40A,CXorf40|CXorf40A
DFNA4,,,,
LINC01278,,,,
ATP6AP1L,2016-02,,,
BBIP1,2010-12,NCRNA00081,bA348N5.3|BBIP10|BBS18,NCRNA00081|bA348N5.3|BBIP10|BBS18
bA348N5.3,2010-12,NCRNA00081,BBIP1|BBIP10|BBS18,NCRNA00081|BBIP1|BBIP10|BBS18
BBIP10,2010-12,NCRNA00081,BBIP1|bA348N5.3|BBS18,NCRNA00081|BBIP1|bA348N5.3|BBS18
BBS18,2010-12,NCRNA00081,BBIP1|bA348N5.3|BBIP10,NCRNA00081|BBIP1|bA348N5.3|BBIP10
BICDL1,2016-05,CCDC64,FLJ26450|BICDR-1,CCDC64|FLJ26450|BICDR-1
FLJ26450,2016-05,CCDC64,BICDL1|BICDR-1,CCDC64|BICDL1|BICDR-1
BICDR-1,2016-05,CCDC64,BICDL1|FLJ26450,CCDC64|BICDL1|FLJ26450
C1orf185,,,FLJ27485,FLJ27485
FLJ27485,,,C1orf185,C1orf185
CCDC102A,,,MGC10992,MGC10992
MGC10992,,,CCDC102A,CCDC102A
LINC00950,,,FP588,FP588
FP588,,,LINC00950,LINC00950
ADRA2A,2012-05,ADRA2|ADRA2R,ADRAR,ADRA2|ADRA2R|ADRAR
ADRAR,2012-05,ADRA2|ADRA2R,ADRA2A,ADRA2|ADRA2R|ADRA2A
DFNA5,2016-03,,ICERE-1,ICERE-1
ICERE-1,2016-03,,DFNA5,DFNA5
MMGT1,2008-11,TMEM32,EMC5,TMEM32|EMC5
EMC5,2008-11,TMEM32,MMGT1,TMEM32|MMGT1
MGAM2,,,,
TBC1D27,2015-11,,,
LRRC3B,,,LRP15,LRP15
LRP15,,,LRRC3B,LRRC3B
TMEM97,,,MAC30,MAC30
MAC30,,,TMEM97,TMEM97
PPCDC,,,MDS018|FLJ14585,MDS018|FLJ14585
MDS018,,,PPCDC|FLJ14585,PPCDC|FLJ14585
FLJ14585,,,PPCDC|MDS018,PPCDC|MDS018
CCDC90B,,,MDS025|MDS011,MDS025|MDS011
MDS025,,,CCDC90B|MDS011,CCDC90B|MDS011
MDS011,,,CCDC90B|MDS025,CCDC90B|MDS025
SKA1,2009-08,C18orf24,MGC10200,C18orf24|MGC10200
MGC10200,2009-08,C18orf24,SKA1,C18orf24|SKA1
DFNA6,,,,
UBLCP1,2015-12,,MGC10067|CPUB1,MGC10067|CPUB1
MGC10067,2015-12,,UBLCP1|CPUB1,UBLCP1|CPUB1
CPUB1,2015-12,,UBLCP1|MGC10067,UBLCP1|MGC10067
ELMOD2,2016-02,,MGC10084,MGC10084
MGC10084,2016-02,,ELMOD2,ELMOD2
EXOSC7,,,hRrp42p|Rrp42p|RRP42|EAP1|KIAA0116|p8,hRrp42p|Rrp42p|RRP42|EAP1|KIAA0116|p8
hRrp42p,,,EXOSC7|Rrp42p|RRP42|EAP1|KIAA0116|p8,EXOSC7|Rrp42p|RRP42|EAP1|KIAA0116|p8
Rrp42p,,,EXOSC7|hRrp42p|RRP42|EAP1|KIAA0116|p8,EXOSC7|hRrp42p|RRP42|EAP1|KIAA0116|p8
RRP42,,,EXOSC7|hRrp42p|Rrp42p|EAP1|KIAA0116|p8,EXOSC7|hRrp42p|Rrp42p|EAP1|KIAA0116|p8
EAP1,,,EXOSC7|hRrp42p|Rrp42p|RRP42|KIAA0116|p8,EXOSC7|hRrp42p|Rrp42p|RRP42|KIAA0116|p8
KIAA0116,,,EXOSC7|hRrp42p|Rrp42p|RRP42|EAP1|p8,EXOSC7|hRrp42p|Rrp42p|RRP42|EAP1|p8
p8,,,EXOSC7|hRrp42p|Rrp42p|RRP42|EAP1|KIAA0116,EXOSC7|hRrp42p|Rrp42p|RRP42|EAP1|KIAA0116
DFNB65,,,,
ALDH16A1,2015-11,,MGC10204,MGC10204
MGC10204,2015-11,,ALDH16A1,ALDH16A1
TBCEL,2016-06,LRRC35,MGC10233,LRRC35|MGC10233
MGC10233,2016-06,LRRC35,TBCEL,LRRC35|TBCEL
CPTP,2014-06,GLTPD1,MGC10334,GLTPD1|MGC10334
MGC10334,2014-06,GLTPD1,CPTP,GLTPD1|CPTP
RBM42,,,MGC10433,MGC10433
MGC10433,,,RBM42,RBM42
CCDC130,,,MGC10471,MGC10471
MGC10471,,,CCDC130,CCDC130
VPS26B,2016-06,,MGC10485|Pep8b,MGC10485|Pep8b
MGC10485,2016-06,,VPS26B|Pep8b,VPS26B|Pep8b
Pep8b,2016-06,,VPS26B|MGC10485,VPS26B|MGC10485
DFNA7,,,,
HSD17B7P2,2016-06,,HSD17B7|bA291L22.1,HSD17B7|bA291L22.1
HSD17B7,2016-06,,HSD17B7P2|bA291L22.1,HSD17B7P2|bA291L22.1
bA291L22.1,2016-06,,HSD17B7P2|HSD17B7,HSD17B7P2|HSD17B7
PRRC2B,2016-01,KIAA0515|BAT2L|BAT2L1,MGC10526|LQFBS-1,KIAA0515|BAT2L|BAT2L1|MGC10526|LQFBS-1
MGC10526,2016-01,KIAA0515|BAT2L|BAT2L1,PRRC2B|LQFBS-1,KIAA0515|BAT2L|BAT2L1|PRRC2B|LQFBS-1
LQFBS-1,2016-01,KIAA0515|BAT2L|BAT2L1,PRRC2B|MGC10526,KIAA0515|BAT2L|BAT2L1|PRRC2B|MGC10526
VPS25,2016-04,,MGC10540|EAP20|DERP9,MGC10540|EAP20|DERP9
MGC10540,2016-04,,VPS25|EAP20|DERP9,VPS25|EAP20|DERP9
EAP20,2016-04,,VPS25|MGC10540|DERP9,VPS25|MGC10540|DERP9
DERP9,2016-04,,VPS25|MGC10540|EAP20,VPS25|MGC10540|EAP20
NAA11,2010-01,ARD1B,ARD2|hARD2,ARD1B|ARD2|hARD2
ARD2,2010-01,ARD1B,NAA11|hARD2,ARD1B|NAA11|hARD2
hARD2,2010-01,ARD1B,NAA11|ARD2,ARD1B|NAA11|ARD2
GCC2-AS1,,,,
RSG1,2016-01,C1orf89,MGC10731,C1orf89|MGC10731
MGC10731,2016-01,C1orf89,RSG1,C1orf89|RSG1
TMEM107,,,MGC10744,MGC10744
MGC10744,,,TMEM107,TMEM107
GLB1L,2015-11,,MGC10771,MGC10771
MGC10771,2015-11,,GLB1L,GLB1L
DFNA8,,,,
PRR7,2016-09,,MGC10772,MGC10772
MGC10772,2016-09,,PRR7,PRR7
FAM167B,2015-11,C1orf90,MGC10820,C1orf90|MGC10820
MGC10820,2015-11,C1orf90,FAM167B,C1orf90|FAM167B
TCHP,2016-03,,MGC10854|TpMs,MGC10854|TpMs
MGC10854,2016-03,,TCHP|TpMs,TCHP|TpMs
TpMs,2016-03,,TCHP|MGC10854,TCHP|MGC10854
FBXW9,2007-02,,MGC10870|Fbw9,MGC10870|Fbw9
MGC10870,2007-02,,FBXW9|Fbw9,FBXW9|Fbw9
Fbw9,2007-02,,FBXW9|MGC10870,FBXW9|MGC10870
C9orf99,,,,
SPX,2014-04,C12orf39,MGC10946|NPQ|spexin,C12orf39|MGC10946|NPQ|spexin
MGC10946,2014-04,C12orf39,SPX|NPQ|spexin,C12orf39|SPX|NPQ|spexin
NPQ,2014-04,C12orf39,SPX|MGC10946|spexin,C12orf39|SPX|MGC10946|spexin
spexin,2014-04,C12orf39,SPX|MGC10946|NPQ,C12orf39|SPX|MGC10946|NPQ
DFNA9,,,,
AFAP1-AS1,2012-08,AFAP1AS|AFAP1-AS,MGC10981,AFAP1AS|AFAP1-AS|MGC10981
MGC10981,2012-08,AFAP1AS|AFAP1-AS,AFAP1-AS1,AFAP1AS|AFAP1-AS|AFAP1-AS1
LIMD2,,,MGC10986,MGC10986
MGC10986,,,LIMD2,LIMD2
TMEM177,,,MGC10993,MGC10993
MGC10993,,,TMEM177,TMEM177
C9orf64,,,MGC10999,MGC10999
MGC10999,,,C9orf64,C9orf64
YIPF4,2015-11,,MGC11061|FinGER4,MGC11061|FinGER4
MGC11061,2015-11,,YIPF4|FinGER4,YIPF4|FinGER4
FinGER4,2015-11,,YIPF4|MGC11061,YIPF4|MGC11061
DLGAP1-AS2,2012-08,,MGC11082,MGC11082
MGC11082,2012-08,,DLGAP1-AS2,DLGAP1-AS2
EIF1AD,,,MGC11102|haponin,MGC11102|haponin
MGC11102,,,EIF1AD|haponin,EIF1AD|haponin
haponin,,,EIF1AD|MGC11102,EIF1AD|MGC11102
CARD19,2015-11,C9orf89,MGC11115|bA370F5.1|BinCARD,C9orf89|MGC11115|bA370F5.1|BinCARD
MGC11115,2015-11,C9orf89,CARD19|bA370F5.1|BinCARD,C9orf89|CARD19|bA370F5.1|BinCARD
bA370F5.1,2015-11,C9orf89,CARD19|MGC11115|BinCARD,C9orf89|CARD19|MGC11115|BinCARD
BinCARD,2015-11,C9orf89,CARD19|MGC11115|bA370F5.1,C9orf89|CARD19|MGC11115|bA370F5.1
PRR15L,2016-01,ATAD4,MGC11242,ATAD4|MGC11242
MGC11242,2016-01,ATAD4,PRR15L,ATAD4|PRR15L
DFNB1,,,,
CRELD2,2016-01,,MGC11256,MGC11256
MGC11256,2016-01,,CRELD2,CRELD2
CENPO,,,MGC11266|CENP-O,MGC11266|CENP-O
MGC11266,,,CENPO|CENP-O,CENPO|CENP-O
CENP-O,,,CENPO|MGC11266,CENPO|MGC11266
C19orf57,,,MGC11271,MGC11271
MGC11271,,,C19orf57,C19orf57
NUDT16L1,2015-11,,SDOS,SDOS
SDOS,2015-11,,NUDT16L1,NUDT16L1
FBXL15,2016-06,FBXO37,MGC11279|Fbl15,FBXO37|MGC11279|Fbl15
MGC11279,2016-06,FBXO37,FBXL15|Fbl15,FBXO37|FBXL15|Fbl15
Fbl15,2016-06,FBXO37,FBXL15|MGC11279,FBXO37|FBXL15|MGC11279
MFSD5,,,MGC11308,MGC11308
MGC11308,,,MFSD5,MFSD5
GPAT3,2015-08,AGPAT9,MGC11324|LPAAT-theta|MAG1|HMFN0839|AGPAT10,AGPAT9|MGC11324|LPAAT-theta|MAG1|HMFN0839|AGPAT10
MGC11324,2015-08,AGPAT9,GPAT3|LPAAT-theta|MAG1|HMFN0839|AGPAT10,AGPAT9|GPAT3|LPAAT-theta|MAG1|HMFN0839|AGPAT10
LPAAT-theta,2015-08,AGPAT9,GPAT3|MGC11324|MAG1|HMFN0839|AGPAT10,AGPAT9|GPAT3|MGC11324|MAG1|HMFN0839|AGPAT10
MAG1,2015-08,AGPAT9,GPAT3|MGC11324|LPAAT-theta|HMFN0839|AGPAT10,AGPAT9|GPAT3|MGC11324|LPAAT-theta|HMFN0839|AGPAT10
HMFN0839,2015-08,AGPAT9,GPAT3|MGC11324|LPAAT-theta|MAG1|AGPAT10,AGPAT9|GPAT3|MGC11324|LPAAT-theta|MAG1|AGPAT10
AGPAT10,2015-08,AGPAT9,GPAT3|MGC11324|LPAAT-theta|MAG1|HMFN0839,AGPAT9|GPAT3|MGC11324|LPAAT-theta|MAG1|HMFN0839
MFSD9,,,MGC11332,MGC11332
MGC11332,,,MFSD9,MFSD9
GFOD2,,,FLJ23802|MGC11335,FLJ23802|MGC11335
FLJ23802,,,GFOD2|MGC11335,GFOD2|MGC11335
MGC11335,,,GFOD2|FLJ23802,GFOD2|FLJ23802
DFNB10,,,,
ZXDC,,,MGC11349|FLJ13861,MGC11349|FLJ13861
MGC11349,,,ZXDC|FLJ13861,ZXDC|FLJ13861
FLJ13861,,,ZXDC|MGC11349,ZXDC|MGC11349
DUSP26,2016-12,,MGC1136|DUSP24,MGC1136|DUSP24
MGC1136,2016-12,,DUSP26|DUSP24,DUSP26|DUSP24
DUSP24,2016-12,,DUSP26|MGC1136,DUSP26|MGC1136
CCDC28B,,,MGC1203|RP4-622L5.5,MGC1203|RP4-622L5.5
MGC1203,,,CCDC28B|RP4-622L5.5,CCDC28B|RP4-622L5.5
RP4-622L5.5,,,CCDC28B|MGC1203,CCDC28B|MGC1203
PRRC1,2016-01,,FLJ32875,FLJ32875
FLJ32875,2016-01,,PRRC1,PRRC1
EFCAB2,,,MGC12458|DRC8|CFAP200,MGC12458|DRC8|CFAP200
MGC12458,,,EFCAB2|DRC8|CFAP200,EFCAB2|DRC8|CFAP200
DRC8,,,EFCAB2|MGC12458|CFAP200,EFCAB2|MGC12458|CFAP200
CFAP200,,,EFCAB2|MGC12458|DRC8,EFCAB2|MGC12458|DRC8
ZNF670,,,MGC12466,MGC12466
MGC12466,,,ZNF670,ZNF670
ANKRD36BP1,2010-02,ANKRD26L1|ANKRD36BL1,MGC12538,ANKRD26L1|ANKRD36BL1|MGC12538
MGC12538,2010-02,ANKRD26L1|ANKRD36BL1,ANKRD36BP1,ANKRD26L1|ANKRD36BL1|ANKRD36BP1
DFNB11,,,,
CROCCP2,2010-07,CROCCL1,MGC12760,CROCCL1|MGC12760
MGC12760,2010-07,CROCCL1,CROCCP2,CROCCL1|CROCCP2
HDHD3,2015-12,C9orf158,MGC12904,C9orf158|MGC12904
MGC12904,2015-12,C9orf158,HDHD3,C9orf158|HDHD3
C18orf25,,,MGC12909|ARKL1|RNF111L1,MGC12909|ARKL1|RNF111L1
MGC12909,,,C18orf25|ARKL1|RNF111L1,C18orf25|ARKL1|RNF111L1
ARKL1,,,C18orf25|MGC12909|RNF111L1,C18orf25|MGC12909|RNF111L1
RNF111L1,,,C18orf25|MGC12909|ARKL1,C18orf25|MGC12909|ARKL1
PLPP7,2015-10,C9orf67|PPAPDC3,MGC12921|FLJ14662|NET39,C9orf67|PPAPDC3|MGC12921|FLJ14662|NET39
MGC12921,2015-10,C9orf67|PPAPDC3,PLPP7|FLJ14662|NET39,C9orf67|PPAPDC3|PLPP7|FLJ14662|NET39
FLJ14662,2015-10,C9orf67|PPAPDC3,PLPP7|MGC12921|NET39,C9orf67|PPAPDC3|PLPP7|MGC12921|NET39
NET39,2015-10,C9orf67|PPAPDC3,PLPP7|MGC12921|FLJ14662,C9orf67|PPAPDC3|PLPP7|MGC12921|FLJ14662
MPV17L2,2016-03,,FKSG24|MGC12972,FKSG24|MGC12972
FKSG24,2016-03,,MPV17L2|MGC12972,MPV17L2|MGC12972
MGC12972,2016-03,,MPV17L2|FKSG24,MPV17L2|FKSG24
CCDC115,,,MGC12981|FLJ30131|ccp1,MGC12981|FLJ30131|ccp1
MGC12981,,,CCDC115|FLJ30131|ccp1,CCDC115|FLJ30131|ccp1
FLJ30131,,,CCDC115|MGC12981|ccp1,CCDC115|MGC12981|ccp1
ccp1,,,CCDC115|MGC12981|FLJ30131,CCDC115|MGC12981|FLJ30131
DFNB12,,,,
TMEM246,2012-04,C9orf125,MGC12992,C9orf125|MGC12992
MGC12992,2012-04,C9orf125,TMEM246,C9orf125|TMEM246
UGT2A2,2016-03,,,
CHCHD6,,,MGC13016|PPP1R23|CHCM1|Mic25,MGC13016|PPP1R23|CHCM1|Mic25
MGC13016,,,CHCHD6|PPP1R23|CHCM1|Mic25,CHCHD6|PPP1R23|CHCM1|Mic25
PPP1R23,,,CHCHD6|MGC13016|CHCM1|Mic25,CHCHD6|MGC13016|CHCM1|Mic25
CHCM1,,,CHCHD6|MGC13016|PPP1R23|Mic25,CHCHD6|MGC13016|PPP1R23|Mic25
Mic25,,,CHCHD6|MGC13016|PPP1R23|CHCM1,CHCHD6|MGC13016|PPP1R23|CHCM1
ORAI3,2007-08,TMEM142C,MGC13024,TMEM142C|MGC13024
MGC13024,2007-08,TMEM142C,ORAI3,TMEM142C|ORAI3
TMEM174,,,MGC13034|FLJ31268,MGC13034|FLJ31268
MGC13034,,,TMEM174|FLJ31268,TMEM174|FLJ31268
FLJ31268,,,TMEM174|MGC13034,TMEM174|MGC13034
C11orf70,,,MGC13040,MGC13040
MGC13040,,,C11orf70,C11orf70
NUDT22,2015-11,,MGC13045,MGC13045
MGC13045,2015-11,,NUDT22,NUDT22
DFNB13,,,,
C2orf88,2009-04,,MGC13057|smAKAP,MGC13057|smAKAP
MGC13057,2009-04,,C2orf88|smAKAP,C2orf88|smAKAP
smAKAP,2009-04,,C2orf88|MGC13057,C2orf88|MGC13057
ZNF607,,,MGC13071|FLJ14802,MGC13071|FLJ14802
MGC13071,,,ZNF607|FLJ14802,ZNF607|FLJ14802
FLJ14802,,,ZNF607|MGC13071,ZNF607|MGC13071
PDCD2L,2016-06,,MGC13096,MGC13096
MGC13096,2016-06,,PDCD2L,PDCD2L
POLR2J4,2016-07,,MGC13098,MGC13098
MGC13098,2016-07,,POLR2J4,POLR2J4
TMEM79,,,MGC13102|FLJ16057|FLJ32254|MATT,MGC13102|FLJ16057|FLJ32254|MATT
MGC13102,,,TMEM79|FLJ16057|FLJ32254|MATT,TMEM79|FLJ16057|FLJ32254|MATT
FLJ16057,,,TMEM79|MGC13102|FLJ32254|MATT,TMEM79|MGC13102|FLJ32254|MATT
FLJ32254,,,TMEM79|MGC13102|FLJ16057|MATT,TMEM79|MGC13102|FLJ16057|MATT
MATT,,,TMEM79|MGC13102|FLJ16057|FLJ32254,TMEM79|MGC13102|FLJ16057|FLJ32254
ZNF559,,,MGC13105,MGC13105
MGC13105,,,ZNF559,ZNF559
BUD13,2015-07,,MGC13125|fSAP71|Cwc26,MGC13125|fSAP71|Cwc26
MGC13125,2015-07,,BUD13|fSAP71|Cwc26,BUD13|fSAP71|Cwc26
fSAP71,2015-07,,BUD13|MGC13125|Cwc26,BUD13|MGC13125|Cwc26
Cwc26,2015-07,,BUD13|MGC13125|fSAP71,BUD13|MGC13125|fSAP71
ADRA2B,2012-05,ADRA2L1|ADRA2RL1,ADRARL1,ADRA2L1|ADRA2RL1|ADRARL1
ADRARL1,2012-05,ADRA2L1|ADRA2RL1,ADRA2B,ADRA2L1|ADRA2RL1|ADRA2B
DFNB14,,,,
ZNF764,,,MGC13138,MGC13138
MGC13138,,,ZNF764,ZNF764
TMEM128,,,MGC13159,MGC13159
MGC13159,,,TMEM128,TMEM128
CCDC77,,,MGC13183,MGC13183
MGC13183,,,CCDC77,CCDC77
NTPCR,2010-12,C1orf57,MGC13186|HCR-NTPase,C1orf57|MGC13186|HCR-NTPase
MGC13186,2010-12,C1orf57,NTPCR|HCR-NTPase,C1orf57|NTPCR|HCR-NTPase
HCR-NTPase,2010-12,C1orf57,NTPCR|MGC13186,C1orf57|NTPCR|MGC13186
RHNO1,2012-08,C12orf32,HKMT1188|MGC13204|RHINO,C12orf32|HKMT1188|MGC13204|RHINO
HKMT1188,2012-08,C12orf32,RHNO1|MGC13204|RHINO,C12orf32|RHNO1|MGC13204|RHINO
MGC13204,2012-08,C12orf32,RHNO1|HKMT1188|RHINO,C12orf32|RHNO1|HKMT1188|RHINO
RHINO,2012-08,C12orf32,RHNO1|HKMT1188|MGC13204,C12orf32|RHNO1|HKMT1188|MGC13204
MON1A,2015-11,,MGC13272|SAND1,MGC13272|SAND1
MGC13272,2015-11,,MON1A|SAND1,MON1A|SAND1
SAND1,2015-11,,MON1A|MGC13272,MON1A|MGC13272
PERM1,2014-01,C1orf170,MGC13275|RP11-54O7.8|Perm1,C1orf170|MGC13275|RP11-54O7.8|Perm1
MGC13275,2014-01,C1orf170,PERM1|RP11-54O7.8|Perm1,C1orf170|PERM1|RP11-54O7.8|Perm1
RP11-54O7.8,2014-01,C1orf170,PERM1|MGC13275|Perm1,C1orf170|PERM1|MGC13275|Perm1
Perm1,2014-01,C1orf170,PERM1|MGC13275|RP11-54O7.8,C1orf170|PERM1|MGC13275|RP11-54O7.8
CEP19,2016-03,C3orf34,MGC14126,C3orf34|MGC14126
MGC14126,2016-03,C3orf34,CEP19,C3orf34|CEP19
DFNB15,,,,
FAM83A,2015-11,,MGC14128|BJ-TSA-9,MGC14128|BJ-TSA-9
MGC14128,2015-11,,FAM83A|BJ-TSA-9,FAM83A|BJ-TSA-9
BJ-TSA-9,2015-11,,FAM83A|MGC14128,FAM83A|MGC14128
TMEM141,,,MGC14141,MGC14141
MGC14141,,,TMEM141,TMEM141
NAA38,2014-01,LSMD1,MGC14151|PFAAP2,LSMD1|MGC14151|PFAAP2
MGC14151,2014-01,LSMD1,NAA38|PFAAP2,LSMD1|NAA38|PFAAP2
PFAAP2,2014-01,LSMD1,NAA38|MGC14151,LSMD1|NAA38|MGC14151
PIGY,2015-11,,MGC14156,MGC14156
MGC14156,2015-11,,PIGY,PIGY
FRMD5,,,MGC14161,MGC14161
MGC14161,,,FRMD5,FRMD5
COX14,2016-07,C12orf62,MGC14288,C12orf62|MGC14288
MGC14288,2016-07,C12orf62,COX14,C12orf62|COX14
TMEM203,,,MGC14327|HBEBP1,MGC14327|HBEBP1
MGC14327,,,TMEM203|HBEBP1,TMEM203|HBEBP1
HBEBP1,,,TMEM203|MGC14327,TMEM203|MGC14327
TXNDC17,2007-08,TXNL5,MGC14353|TRP14,TXNL5|MGC14353|TRP14
MGC14353,2007-08,TXNL5,TXNDC17|TRP14,TXNL5|TXNDC17|TRP14
TRP14,2007-08,TXNL5,TXNDC17|MGC14353,TXNL5|TXNDC17|MGC14353
MIR22HG,2015-02,C17orf91,MGC14376|DKFZp686O06159,C17orf91|MGC14376|DKFZp686O06159
MGC14376,2015-02,C17orf91,MIR22HG|DKFZp686O06159,C17orf91|MIR22HG|DKFZp686O06159
DKFZp686O06159,2015-02,C17orf91,MIR22HG|MGC14376,C17orf91|MIR22HG|MGC14376
DFNB16,,,,
UBL7,2015-12,,BMSC-UbP|MGC14421,BMSC-UbP|MGC14421
BMSC-UbP,2015-12,,UBL7|MGC14421,UBL7|MGC14421
MGC14421,2015-12,,UBL7|BMSC-UbP,UBL7|BMSC-UbP
JMJD1C-AS1,,,,
FAM222A-AS1,2012-08,,,
UTP23,2015-12,C8orf53,MGC14595,C8orf53|MGC14595
MGC14595,2015-12,C8orf53,UTP23,C8orf53|UTP23
GINS4,2016-03,,MGC14799|SLD5,MGC14799|SLD5
MGC14799,2016-03,,GINS4|SLD5,GINS4|SLD5
SLD5,2016-03,,GINS4|MGC14799,GINS4|MGC14799
LINC00467,2013-12,C1orf97,MGC14801,C1orf97|MGC14801
MGC14801,2013-12,C1orf97,LINC00467,C1orf97|LINC00467
LRRC39,,,MGC14816,MGC14816
MGC14816,,,LRRC39,LRRC39
LLPH,2016-04,C12orf31,MGC14817|hLLP,C12orf31|MGC14817|hLLP
MGC14817,2016-04,C12orf31,LLPH|hLLP,C12orf31|LLPH|hLLP
hLLP,2016-04,C12orf31,LLPH|MGC14817,C12orf31|LLPH|MGC14817
DFNB17,,,,
MIEN1,2011-09,C17orf37,MGC14832|ORB3|XTP4|C35|Rdx12,C17orf37|MGC14832|ORB3|XTP4|C35|Rdx12
MGC14832,2011-09,C17orf37,MIEN1|ORB3|XTP4|C35|Rdx12,C17orf37|MIEN1|ORB3|XTP4|C35|Rdx12
ORB3,2011-09,C17orf37,MIEN1|MGC14832|XTP4|C35|Rdx12,C17orf37|MIEN1|MGC14832|XTP4|C35|Rdx12
XTP4,2011-09,C17orf37,MIEN1|MGC14832|ORB3|C35|Rdx12,C17orf37|MIEN1|MGC14832|ORB3|C35|Rdx12
